id,industry_lookup
22088367,未分類其他塑膠製品製造
23113054,不動產投資開發
00704492,自有不動產租賃
22510652,塑膠袋製品製造
24246519,管道工程
28479685,全新汽車零售
42648450,汽車租賃
84255792,預拌混凝土製造
84255792,預拌混凝土製造
84255792,預拌混凝土製造
04516296,塑膠皮、塑膠布製造
27425894,自有不動產買賣
23420497,飲料零售
24567758,國產家用家具批發
26703764,未分類其他家用器具及用品零售
28744158,未分類其他食品批發
50998388,國產家用家具批發
80222237,建材五金（螺絲、螺帽、鉚釘等金屬製品）批發
23726960,合成橡膠原料批發
53220806,其他管理顧問
22394921,其他未分類專用機械設備製造
22898444,複合支援服務
35409003,食品、飲料及菸草製作用機械設備製造
24236821,汽車零件、汽車百貨批發
35877462,金屬彈簧製造
28820633,其他人力仲介
22306693,未分類其他燃料批發
80054169,未分類其他家用器具及用品批發
07702646,紡織紗批發
22278802,鋁合金鑄造
97172915,票券金融
28075537,汽車輪胎批發
54730428,全新汽車批發
84710878,其他商品批發經紀
03607500,未分類其他通訊傳播設備製造
80015589,投資有價證券
22958907,汽油零售
54032063,不動產投資開發
89662349,神紙（冥紙）製造
30909562,記憶體模組製造
33015503,農會及漁會信用部
34196171,玻璃容器製造
89656851,居家修繕用品零售
12148648,瀝青混凝土料製造
16133174,漆料及塗料零售
22775034,製版
04346981,塗料製造
27812121,不動產投資開發
28519835,不動產投資開發
24367386,建築廢棄物清除
25003074,未分類其他食品批發
24227169,不動產投資開發
53193505,複合支援服務
84164890,住宅營建
23414452,其他殯葬及寵物生命紀念相關服務
53225942,汽油零售
27831561,陶瓷器皿及餐具批發
16245558,廢五金批發
22964485,汽油零售
80171238,其他服飾品製造
24714273,自有不動產買賣
82936061,未分類其他服飾品零售
96950339,其他建築工程
53519171,其他投資顧問
80673231,不動產投資開發
24320952,廣播節目製作及發行
70837262,投資有價證券
96964262,不動產投資開發
22470244,未分類其他食品批發
84474781,動物飼品批發
53420163,其他藥品及醫療用品批發
16588651,投資有價證券
28209199,自有不動產租賃
80035092,自有不動產買賣
84453272,廣播節目製作及發行
80006245,影音光碟批發
24320952,廣播節目製作及發行
86510452,殯葬禮儀服務
16281174,手機及手機週邊零配件零售
16415820,未分類其他土木工程
16763329,金屬門窗批發
53412261,其他未分類電子零組件製造
86690497,自有不動產租賃
24565273,其他投資顧問
12873401,機能性飲料製造
80331782,投資有價證券
16446008,投資有價證券
52610685,其他動植物油脂製造
89738185,遊覽車客運
33889702,產業用空調設備製造
13082969,電力及電信傳送塔營建
04757891,其他輸送機械設備製造
97053241,電視節目製作
12684149,財產保險經紀
53429397,未分類其他專門營造
84192755,施工塔架吊裝工程（鷹架工程）
24345525,其他工程服務及相關技術顧問
97060685,不動產投資開發
07685870,印刷電路板製造
53213740,不動產仲介
23000565,建材五金（螺絲、螺帽、鉚釘等金屬製品）批發
27718293,管道工程
53220806,其他管理顧問
23221933,其他管理顧問
36147957,未分類其他通用機械設備製造
24498036,室內裝潢工程
89458162,文具批發
86083681,未分類其他土木工程
97172915,票券金融
96970638,投資有價證券
04921056,不動產投資開發
23000565,建材五金（螺絲、螺帽、鉚釘等金屬製品）批發
53721956,不動產投資開發
34636023,金屬門窗批發
89458162,文具批發
28408606,自有不動產租賃
28873032,冷藏餐食製造
53721956,不動產投資開發
04541302,其他印刷電路板組件製造
23707801,其他未分類電子零組件製造
16608191,投資有價證券
79962986,其他投資顧問
80256566,電子器材、電子設備批發
97371581,投資有價證券
24781933,其他資料處理、主機及網站代管服務
97164611,投資有價證券
96904130,汽油零售
96920976,其他商品批發經紀
96920976,其他商品批發經紀
28719778,其他辦公用機械器具批發
16406379,塑膠成型模具製造
29102250,不動產投資開發
86732709,其他投資顧問
02077779,其他未分類電子零組件製造
80355545,投資有價證券
24495116,其他投資顧問
80647699,自助儲物空間（如迷你倉庫）出租
22668463,居家修繕用品零售
27555447,其他金屬建材批發
80646713,未分類其他非金屬家具製造
23414452,其他殯葬及寵物生命紀念相關服務
29096356,住宅營建
04633597,自有不動產買賣
16998471,自有不動產租賃
80038507,自有不動產租賃
65185178,其他發電、輸電及配電機械製造
89656851,居家修繕用品零售
54867937,一般事業廢棄物清除
03388202,家電材料批發
80325228,不動產投資開發
80330926,投資有價證券
80325228,不動產投資開發
28574371,自來水總管及市區管線營建
54305845,未分類其他建材批發
89697733,檔土支撐及土方挖填工程
53532667,自有不動產租賃
22653911,其他機電、電信及電路設備安裝
70844334,印刷
16148161,旅行業
86550849,合板及組合木材製造
53220806,其他管理顧問
54867937,一般事業廢棄物清除
53916642,一般事業廢棄物處理
30854497,不動產投資開發
28031996,不動產投資開發
18930007,中藥批發
84261295,人身保險經紀
30856360,調味料（辛、香料除外）批發
28408606,自有不動產租賃
22170725,電子器材、電子設備批發
27425894,自有不動產買賣
80290332,其他發電、輸電及配電機械製造
12798662,未分類其他建材批發
13060000,不動產投資開發
42705368,成畜批發
54314751,土木工程顧問
22300213,熱水器、排油煙機、瓦斯器具、烘碗機製造
22756613,木材批發
22767941,未分類其他橡膠製品製造
35975843,其他金屬刀具及手工具製造
27542788,禽肉批發
28589178,紙盒、紙袋批發
47076971,不動產仲介
87757994,建材五金（螺絲、螺帽、鉚釘等金屬製品）批發
97172915,票券金融
04921056,不動產投資開發
37098407,信用合作社
16094334,電視節目製作
22322504,公開展示廣告
34547704,實驗設備批發
12752315,投資有價證券
53190084,自有不動產買賣
29149467,麵店、小吃店
80205080,財產保險經紀
29102250,不動產投資開發
80337097,投資有價證券
73008303,動物飼品製造
55783230,投資有價證券
05712099,其他化學原材料及其製品批發
52610685,其他動植物油脂製造
28479685,全新汽車零售
86418878,文具批發
20937863,百貨公司
23223778,土地開發
23416917,其他未分類金融服務
34725952,未分類其他塑膠製品製造
86687113,不動產投資開發
86860464,真皮皮包、手提包批發
34683411,金屬罐製造
04887769,電子器材、電子設備批發
18555868,西藥批發
22632590,電梯（升降機）、電扶梯製造
24338221,廣告影片製作
12784631,不動產投資開發
94779853,住宅營建
52572802,投資有價證券
80172588,其他廣告服務
86566173,不動產投資開發
23458958,冷凍、通風、空調系統裝修工程
28821909,自有不動產買賣
89822958,其他建築工程
49701774,磚瓦製造
80172588,其他廣告服務
16096516,投資有價證券
28448136,不動產投資開發
12637478,不動產投資開發
24216769,投資有價證券
53343048,其他投資顧問
54019569,其他投資顧問
33296200,未分類其他綜合商品零售
27992881,不動產仲介
33656963,塑膠成型模具製造
86618799,其他建築工程
86510798,投資有價證券
54003659,未分類其他專門營造
80355545,投資有價證券
16275757,其他投資顧問
24454086,電影片製作
28517837,不動產投資開發
80325228,不動產投資開發
12529007,糖果餅乾批發
80534695,其他商品批發經紀
29039617,證券商
16318881,住宅營建
24428026,其他廣告服務
76373845,礦物（寶石、貴金屬除外）零售
52316162,綜合商品批發
84947607,其他投資顧問
27627527,自有不動產買賣
33098314,其他未分類金屬製品製造
53068909,未分類其他食品批發
80061035,船務代理
42696375,全新汽車批發
54390259,電子器材、電子設備批發
37098407,信用合作社
61846640,自有不動產買賣
21598264,找不到此統編
45120445,漆料及塗料批發
22210254,住宅營建
34149369,不動產投資開發
80330926,投資有價證券
70465038,其他化學原材料及其製品批發
22221180,不動產投資開發
80433079,未分類其他塑膠製品製造
27483964,大理石採取
27483964,大理石採取
20685156,自有不動產租賃
12529007,糖果餅乾批發
12427677,住宅營建
97046798,不動產投資開發
16359995,其他未分類專用機械設備製造
80638896,建材五金（基本金屬）批發
84262490,旅行業
12106345,未分類其他農產原料批發
27779501,塑膠袋製品製造
97236050,鋁合金鑄造
86966375,其他管理顧問
27852050,其他民間融資
42168281,冷凍、通風、空調系統裝修工程
89950735,珠寶批發
12698116,未分類其他食品批發
52337482,其他管理顧問服務
80325228,不動產投資開發
13115835,其他商品批發經紀
22190686,自有不動產買賣
12775936,鑄鐵件鑄造
80325228,不動產投資開發
07407200,其他針織布製造
75921990,未分類其他專門營造
22433038,電子器材、電子設備批發
34502495,未分類其他家用器具及用品零售
34571160,金（銀）飾零售
22616825,紡織紗批發
27231356,其他民間融資
30970643,其他建築工程
86155523,不動產投資開發
80507775,其他人力仲介
15319335,肉鬆、肉乾、火腿、臘味零售
25067750,室內裝潢工程
27553644,室內設計
53079259,其他電腦諮詢及設備管理
80687729,投資有價證券
97175125,其他管理顧問
23979438,房屋設備安裝工程
96964262,不動產投資開發
23362573,自有不動產租賃
23324277,消防設備批發
78325399,全新機車零售
70616802,管道工程
34683411,金屬罐製造
53220806,其他管理顧問
29155468,中古汽車零售
28031996,不動產投資開發
28564015,自有不動產買賣
28701480,餐廳
24227169,不動產投資開發
33288341,其他化學原材料製造
24330353,都市、鄉鎮規劃
54924986,投資有價證券
24948498,電視節目製作
42852207,電力供應
96922989,移工仲介
43864151,投資有價證券
52900158,電力供應
27996079,水果批發
89780036,汽油零售
24789702,自有不動產租賃
27340973,其他汽車零件製造
09632793,室內裝潢工程
54834161,其他整地、基礎及結構工程
42712142,音樂詞曲創作
12960720,全新汽車批發
42425747,電腦及電腦週邊設備批發
13033757,自有不動產租賃
15950751,內陸漁撈
28229694,不動產投資開發
16314870,量測設備批發
09676834,殯葬禮儀服務
80610671,其他未分類食品製造
80617317,冰品零售
23726960,合成橡膠原料批發
27852967,動物飼品批發
53756716,水泥及混凝土製品製造
16058560,自有不動產租賃
27808626,保健營養食品批發
04921056,不動產投資開發
22559063,其他金屬模具製造
66315488,不動產仲介
56192402,其他動植物油脂製造
56192402,其他動植物油脂製造
27290565,投資有價證券
70672445,貨櫃屋批發
22652384,電子器材、電子設備批發
24987652,其他建築工程
28891448,其他未分類電子零組件製造
34683411,金屬罐製造
86379220,其他汽車貨運
70480170,不動產投資開發
25124555,投資有價證券
80673231,不動產投資開發
27102141,其他建築工程
18930007,中藥批發
84214195,電腦套裝軟體批發
97236050,鋁合金鑄造
23844354,未分類其他土木工程
28178962,其他人力仲介
24289930,會議籌辦
42839900,其他水產品批發
53501030,未分類其他紡織品製造
28900158,衛浴設備批發
86735608,菸酒零售
69567450,未分類其他食品、飲料及菸草製品零售
12229584,冷凍調理食品批發
27596849,塑膠、橡膠建材製品批發
42839900,其他水產品批發
52411530,其他機電、電信及電路設備安裝
53723384,其他電子、通訊設備及其零組件批發
12621095,印刷電路板製造
53333230,進口菸酒批發
84645666,其他瓦楞紙板及紙容器製造
28088218,不動產投資開發
22999647,電子管製造
24734670,一般事業廢棄物清除
97172915,票券金融
80355545,投資有價證券
35130113,機車零件製造
35958534,螺絲、螺帽及鉚釘製造
86710418,事務機械設備製造
28536617,室內裝潢工程
34668571,電子連接器（線）製造
28888339,不動產投資開發
53184127,不動產投資開發
35268469,塑膠板、管材等製造
27493386,金屬製品表面處理
22125237,其他未分類專用機械設備製造
23044064,茶葉批發
25003074,未分類其他食品批發
27585511,系統保全服務
82852196,未分類其他食品批發
15222727,其他動植物油脂製造
84525557,印刷
34185765,磚瓦製造
23550857,金屬線製品製造
84261295,人身保險經紀
89656851,居家修繕用品零售
72993458,其他飲料店
23720635,汽油零售
22221978,自有不動產租賃
36134714,塑膠外殼及配件製造
66537952,電腦及電腦週邊設備批發
80560790,桶裝瓦斯零售
28512615,室內裝潢工程
29050730,其他醫療器材及用品製造
80234156,零售式量販店
80103648,移工仲介
30882613,家電材料批發
27513812,不動產投資開發
28891448,其他未分類電子零組件製造
36008688,建材五金（螺絲、螺帽、鉚釘等金屬製品）批發
53409759,未分類砂、石採取及其他礦業
86333007,自有不動產租賃
12798662,未分類其他建材批發
35836625,建材五金（基本金屬）批發
16916113,公開展示廣告
86377546,不動產投資開發
47075781,其他汽車貨運
63021910,一般事業廢棄物清除
73641592,預拌混凝土製造
97431624,車套、車用椅套製造
73641592,預拌混凝土製造
24948498,電視節目製作
89961466,電腦製造
53730435,室內裝潢工程
89961389,不動產投資開發
54391948,其他管理顧問
22921867,塑膠皮、塑膠布製造
12860948,不動產投資開發
53737009,室內裝潢工程
59159899,住宅營建
68420401,電影片製作
80271829,絲織、麻織、棉織、毛織品批發
16336558,庭園景觀工程
23681056,庭園景觀工程
12901639,投資有價證券
53190789,畜肉批發
53726559,電腦及電腦週邊設備批發
12901639,投資有價證券
12901639,投資有價證券
12901639,投資有價證券
12901639,投資有價證券
80536758,其他管理顧問
26256189,建材五金（螺絲、螺帽、鉚釘等金屬製品）批發
53107311,其他投資顧問
80536758,其他管理顧問
16052186,普通倉儲經營
80536758,其他管理顧問
80159115,投資有價證券
26256189,建材五金（螺絲、螺帽、鉚釘等金屬製品）批發
82849849,電腦及電腦週邊設備批發
23681056,庭園景觀工程
23681056,庭園景觀工程
42621213,國產家用家具批發
80652257,其他投資顧問
16272724,冷凍、通風、空調系統裝修工程
12688905,投資有價證券
70475211,電腦及電腦週邊設備批發
54632263,醫療耗材批發
04443225,建材五金（螺絲、螺帽、鉚釘等金屬製品）批發
54342742,其他藥品及醫療用品批發
24948498,電視節目製作
38415269,被動電子元件製造
97172915,票券金融
23469771,證券商
29102250,不動產投資開發
89477962,未分類其他全新商品零售
89961389,不動產投資開發
52610685,其他動植物油脂製造
22221180,不動產投資開發
27754874,自有不動產租賃
53098740,餐廳
70471881,餐廳
82154875,找不到此統編
04633597,自有不動產買賣
04789211,螺絲、螺帽及鉚釘製造
34683411,金屬罐製造
24330353,都市、鄉鎮規劃
22053629,其他非酒精飲料製造
25106938,未分類其他資訊服務
36528724,自有不動產買賣
23417015,證券商
29076675,不動產投資開發
52282732,未分類其他專門設計服務
23009622,不動產投資開發
70471881,餐廳
91759468,未分類其他專門營造
53498838,環境檢測服務
84474781,動物飼品批發
70640090,瓷磚批發
22228108,未分類其他服飾品批發
50755397,行銷管理顧問
13030576,污染防治設備製造
28664788,建材五金（基本金屬）批發
80665458,其他建築工程
35945095,電梯（升降機）、電扶梯製造
13152486,其他化粧品批發
35945095,電梯（升降機）、電扶梯製造
53498838,環境檢測服務
16967484,其他汽車貨運
24561380,汽車租賃
24945372,附駕駛之小客車租賃
46005176,汽車租賃
52470312,附駕駛之小客車租賃
52908200,附駕駛之小客車租賃
53233041,汽車租賃
53709382,附駕駛之小客車租賃
54026484,中古汽車零售
54860218,汽車租賃
59261607,汽車租賃
66800209,附駕駛之小客車租賃
82849806,中古汽車零售
97127095,汽車租賃
97273081,系統保全服務
12949824,金屬結構及建築組件批發
24554374,其他化粧品零售
36535942,其他商品批發經紀
42618033,建築設計、顧問
53686206,室內裝修工程
54017942,未分類其他土木工程
79978811,木材批發
84199217,土木工程顧問
97130459,未分類其他專門營造
97273081,系統保全服務
21244517,其他投資顧問
22512390,絲織、麻織、棉織、毛織品批發
25098753,其他廣告服務
70710216,紙尿褲零售
23362573,自有不動產租賃
27340973,其他汽車零件製造
28683407,汽車租賃
12482376,未分類其他機械器具批發
23979438,房屋設備安裝工程
24937226,廚櫃批發
04112822,找不到此統編
09416747,其他金屬刀具及手工具製造
12966772,其他資料處理、主機及網站代管服務
13048506,未分類其他專門營造
16757065,動物飼品批發
22159448,室內設計
22859168,電子器材、電子設備批發
23506234,手工藝品製造
24714415,不動產投資開發
27738848,電子器材、電子設備批發
27899365,冷凍、通風、空調系統裝修工程
34237757,停車場管理
34544018,其他未分類紙製品製造
46391206,汽油批發
50999181,不動產投資開發
52291839,其他美容美體服務
53701754,其他化粧品零售
53725307,其他未分類食品製造
54328278,自有不動產買賣
54855432,自有不動產租賃
66500667,其他未分類專業、科學及技術服務
70562643,其他化粧品零售
84911447,其他發電、輸電及配電機械製造
89899512,螺絲、螺帽及鉚釘製造
97273081,系統保全服務
22958907,汽油零售
80647699,自助儲物空間（如迷你倉庫）出租
86686418,人造纖維織品批發
23506001,未分類其他專門營造
27340973,其他汽車零件製造
86377546,不動產投資開發
53192421,不動產投資開發
22675703,塑膠成型模具製造
23115308,會議籌辦
23746564,寵物飼品零售
25142462,寵物用品批發
27772958,寵物用品批發
28208142,建材五金（螺絲、螺帽、鉚釘等金屬製品）批發
28219669,動物飼品批發
28376061,團膳承包
29040494,動物飼品批發
86940208,醫療耗材批發
97273081,系統保全服務
12192469,金屬結構及建築組件批發
84016511,未分類其他專門營造
22517515,其他金屬刀具及手工具製造
80236730,未分類其他機械器具批發
13026019,乳製品（奶粉除外）批發
34446728,基本金屬表面處理
97060685,不動產投資開發
30856360,調味料（辛、香料除外）批發
84981745,其他染整
65803925,汽車零件、汽車百貨批發
33060226,合成橡膠原料製造
34227006,未分類其他塑膠製品製造
16661483,建材五金（螺絲、螺帽、鉚釘等金屬製品）批發
22616825,紡織紗批發
86028870,公證人事務服務
36060918,鑄鐵件鑄造
86011435,其他商品批發經紀
54185573,其他藥品及醫療用品批發
42609225,不動產仲介
70710216,紙尿褲零售
97172915,票券金融
23362573,自有不動產租賃
35130113,機車零件製造
54134343,未分類其他行政支援服務
55389357,鋼鐵冶鍊
80592287,蠶絲梭織布製造
12178831,電子器材、電子設備批發
28166993,不動產投資開發
37098407,信用合作社
53432962,不動產投資開發
53180353,未分類其他家用器具及用品批發
53656701,不動產投資開發
34243982,鑄鐵件鑄造
23550857,金屬線製品製造
50999181,不動產投資開發
35268469,塑膠板、管材等製造
16938382,金屬門窗（框）製造
29096356,住宅營建
72072615,鋼板（捲）、鋼帶、鋼片製造
22644174,自然及工程科學研究發展服務
28869396,中藥批發
54713954,其他回收物料批發
23988653,其他建築工程
53225942,汽油零售
53721956,不動產投資開發
28332682,不動產投資開發
28564015,自有不動產買賣
12862116,一般事業廢棄物處理
28025777,未分類其他食品批發
23172095,消防警報設備裝修工程
30970643,其他建築工程
80296032,百貨公司
86155523,不動產投資開發
04677692,未分類其他製品製造
16743605,投資有價證券
16834268,玻璃纖維製造
89961466,電腦製造
16660549,投資有價證券
80125586,建材五金（基本金屬）批發
15415013,遊樂園及主題樂園
22344508,不動產投資開發
33400105,住宅營建
86482266,水泥製造
22911832,未分類其他塑膠製品製造
23147575,不動產投資開發
34202841,其他紙張製造
89411961,百貨公司
25166914,未分類其他運輸工具租賃
52610685,其他動植物油脂製造
04370927,電子器材、電子設備批發
22221180,不動產投資開發
03521905,百貨公司
11455272,其他汽車零件製造
22817999,棉混紡梭織布製造
23358894,投資有價證券
35282407,汽車電力系統製造
80333058,未分類其他家用電器製造
04789211,螺絲、螺帽及鉚釘製造
22090666,未分類其他機械器具批發
22217448,其他非酒精飲料製造
53957740,其他投資顧問
97366601,其他金屬加工用機械設備製造
69680333,建材五金（基本金屬）批發
22911832,未分類其他塑膠製品製造
43686543,其他汽車零件製造
05712099,其他化學原材料及其製品批發
22344508,不動產投資開發
33400105,住宅營建
34202841,其他紙張製造
35836625,建材五金（基本金屬）批發
05135956,糖果餅乾零售
16148161,旅行業
80673231,不動產投資開發
05007903,調味料（辛、香料除外）批發
27793807,鋼鐵熱處理
23147575,不動產投資開發
20842965,高爾夫球場及練習場
22065097,全新汽車零售
16318881,住宅營建
16706361,消防警報設備裝修工程
84214195,電腦套裝軟體批發
22822748,鋼板（捲）、鋼帶、鋼片製造
70684110,投資有價證券
24854301,建材五金（螺絲、螺帽、鉚釘等金屬製品）批發
24880173,未分類其他專門營造
27803191,未分類其他服飾品批發
28742953,未分類其他建材批發
44990070,電線及電纜製造
86400722,油漆粉刷、壁飾（紙）黏貼工程
21552921,未分類其他專門營造
11824327,其他家用電器批發
27624325,不動產投資開發
43870787,未分類其他專門營造
43958066,其他金屬模具製造
80673231,不動產投資開發
89359938,資源回收物清除
22065097,全新汽車零售
25177742,未分類其他食品批發
42742574,其他烘焙炊蒸食品製造
80000967,麵筋製造
12288529,未分類其他塑膠製品製造
22578337,金屬手工具零售
43672793,果醬製造
53489676,未分類其他土木工程
20842965,高爾夫球場及練習場
28161131,不動產投資開發
13097246,文具零售
69598637,餐廳
25172198,醫療機械設備批發
28088287,其他化學原材料及其製品批發
24895099,未分類其他食品批發
70369204,金屬門窗（框）製造
52610685,其他動植物油脂製造
16424285,建築物一般清潔服務
12644724,其他商品批發經紀
22090666,未分類其他機械器具批發
97366601,其他金屬加工用機械設備製造
89321737,液化石油氣批發
23483675,糕餅麵包製造
36251819,其他家用電器批發
16836821,自有不動產租賃
31132414,其他汽車貨運
36500676,家電材料批發
70829381,市區下水道土木工程
86518102,其他汽車貨運
12529007,糖果餅乾批發
43834657,拉鍊製造
16338583,廢水及污水處理
29110435,其他未分類金屬製品製造
43245899,其他未分類基本金屬製造
43779900,管道工程
53030496,室內裝潢工程
80333058,未分類其他家用電器製造
86656738,不動產投資開發
86857165,未分類其他塑膠製品製造
73686632,棉梭織布製造
86832290,其他人力仲介
16649691,水泥及水泥製品批發
22765021,汽車電力系統製造
27989041,絲織、麻織、棉織、毛織品批發
16194994,未分類其他土木工程
81039244,未分類其他陶瓷製品製造
54225603,不動產仲介
54258131,其他建物完工裝修工程
16160798,畜肉批發
02633240,其他汽車貨運
28161131,不動產投資開發
37098407,信用合作社
34424978,紡織及成衣機械批發
55788609,創業投資公司
12785580,基本金屬表面處理
22409635,國產家用家具批發
96905454,其他未分類專賣批發
12709248,合板及組合木材製造
22592372,水電工程
22378491,未分類其他金屬加工處理
22491120,塑膠成型模具製造
16886005,銅鑄造
42666695,消防警報設備裝修工程
43834777,水泥及混凝土製品製造
80673231,不動產投資開發
22343304,其他商品批發經紀
43938484,其他未分類專用機械設備製造
28161131,不動產投資開發
05007903,調味料（辛、香料除外）批發
80657936,貼面石材批發
53143962,其他管理顧問
24206761,一般事業廢棄物處理
70491985,一般事業廢棄物清除
23192748,鋼板（捲）、鋼帶、鋼片製造
23192748,鋼板（捲）、鋼帶、鋼片製造
28593222,電腦及電腦週邊設備批發
02634682,成禽批發
16421843,其他管理顧問
86377546,不動產投資開發
10079764,找不到此統編
22378491,未分類其他金屬加工處理
89837002,汽油零售
08418710,國產家用家具零售
16661483,建材五金（螺絲、螺帽、鉚釘等金屬製品）批發
54105847,自有不動產租賃
52538517,液化石油氣批發
54791775,漆料及塗料批發
42570143,寵物批發
53314986,自有不動產買賣
01540336,園藝苗木零售
70512308,不動產投資開發
86963996,未分類其他專門營造
27793807,鋼鐵熱處理
16424285,建築物一般清潔服務
53959254,一般事業廢棄物清除
12529007,糖果餅乾批發
16010932,未分類其他個人服務
25039517,團膳承包
25166914,未分類其他運輸工具租賃
28724771,鋁精鍊
45011782,其他未分類電子零組件製造
85072026,不動產投資開發
86107591,被動電子元件製造
13008808,未分類其他電力設備及配備製造
23192748,鋼板（捲）、鋼帶、鋼片製造
86656738,不動產投資開發
45911735,電線及電纜製造
25091365,自有不動產買賣
08406003,切花、盆栽零售
84083308,未分類其他土木工程
16424285,建築物一般清潔服務
16077433,汽油零售
16338296,印刷機械設備製造
70519575,鋁合金鑄造
78806896,模板工程
79955330,金屬門窗（框）製造
84767581,未分類其他專門營造
86946250,水泥及水泥製品批發
89518176,真皮皮包、手提包批發
02634682,成禽批發
70727808,產業用飲用水設備批發
34819135,金（銀）條、金（銀）塊、金（銀）錠及金（銀）幣零售
53807237,不動產投資開發
13004845,室內裝潢工程
07014916,梭織布染整
22267777,梭織布染整
28155433,土地開發
42659673,其他投資顧問
42822210,不動產投資開發
42609787,其他投資顧問
45103332,其他投資顧問
43949476,未分類其他塑膠製品製造
28128534,電子器材、電子設備批發
28161131,不動產投資開發
25008556,其他廣告服務
25008556,其他廣告服務
69630242,不動產代銷
69629110,不動產代銷
13082095,自有不動產租賃
86257802,未分類其他家用器具及用品批發
29147849,水電工程
53798011,不動產仲介
86529939,不動產仲介
50923958,不動產投資開發
25161328,自有不動產買賣
97397668,未分類其他專門營造
70377128,投資有價證券
02634682,成禽批發
23420497,飲料零售
82787787,其他廣告服務
25033859,電子器材、電子設備批發
12410036,基本鋁件製造
70576560,其他金屬建材批發
54932732,不動產投資開發
69465806,不動產投資開發
97196374,金屬家具製造
45011782,其他未分類電子零組件製造
43693544,其他汽車貨運
23089651,普通倉儲經營
27457327,其他未分類專賣批發
96905454,其他未分類專賣批發
80673231,不動產投資開發
22947803,原動機批發
70716041,抽（通）風機製造
44402468,其他金屬建築組件製造
09701616,未分類其他全新商品零售
23778072,茶葉批發
17225806,自有不動產租賃
28039499,其他金屬加工用機械設備製造
28039836,其他金屬加工用機械設備製造
42772561,未分類其他專門營造
23778072,茶葉批發
23778072,茶葉批發
16410970,其他針織布製造
25139207,服裝批發
69759909,食用油脂批發
86255797,未分類其他通用機械設備製造
43958066,其他金屬模具製造
28724771,鋁精鍊
27639827,自有不動產買賣
86423128,不動產投資開發
80114791,其他回收物料批發
12814564,住宅營建
80705141,自有不動產買賣
84093410,通用電池零售
12745672,糕餅麵包製造
28567028,未分類其他建材批發
28644088,其他未分類電子零組件製造
43672793,果醬製造
44402468,其他金屬建築組件製造
50914249,其他建築設備安裝
73802914,餐廳
12465806,其他化學原材料及其製品批發
80642174,茶葉批發
25029996,不動產仲介
24708758,其他資料處理、主機及網站代管服務
54316857,其他資料處理、主機及網站代管服務
52706746,其他投資顧問
89961466,電腦製造
80290332,其他發電、輸電及配電機械製造
16946854,冷凍、通風、空調系統裝修工程
23706845,螺絲、螺帽及鉚釘製造
24719707,金屬裁剪、焊接處理
23395758,鑄鐵件鑄造
29039617,證券商
12661954,其他影片及電視節目製作
25039517,團膳承包
43638944,磚瓦製造
28060801,其他管理顧問
36275072,室內裝潢工程
34106066,糖果餅乾零售
53876825,投資有價證券
53032733,未分類其他土木工程
53982733,人力供應
99843812,不動產買賣
20697701,其他清潔用品製造
50761475,電子器材、電子設備批發
45107180,其他化學原材料及其製品批發
28337265,動物飼品批發
45011782,其他未分類電子零組件製造
97376495,其他金屬加工用機械設備製造
16010428,起重工程
43818734,其他人造纖維梭織布製造
27431328,照相器材批發
20751423,不動產投資開發
86024918,電視節目製作
80547896,高爾夫球場及練習場
28106124,纖維板批發
16424285,建築物一般清潔服務
25035239,系統整合
85071531,其他未分類專業、科學及技術服務
16010932,未分類其他個人服務
04465108,金屬結構製造
53876825,投資有價證券
80015589,投資有價證券
82788168,無線電信服務
53538162,國產家用家具批發
53982733,人力供應
54945552,電路工程
86225443,其他未分類專賣批發
61771269,土木工程顧問
54132106,自有不動產租賃
86832290,其他人力仲介
27808626,保健營養食品批發
54521029,航空貨運承攬
89669384,自有不動產租賃
69555412,室內裝潢工程
28161131,不動產投資開發
04465108,金屬結構製造
16338296,印刷機械設備製造
97196374,金屬家具製造
02631290,未分類其他土木工程
53050176,汽油零售
98243537,其他汽車維修
28742644,其他產業用機械設備維修及安裝
80080096,電子器材、電子設備批發
69690260,不動產投資開發
28694489,投資有價證券
42764555,不動產投資開發
44983486,未分類其他家用電器製造
45911735,電線及電纜製造
22001117,未分類其他織布製造
08412321,找不到此統編
50575825,找不到此統編
28902607,建材五金（螺絲、螺帽、鉚釘等金屬製品）批發
45888875,魚類批發
22409635,國產家用家具批發
44907707,餐廳
96905454,其他未分類專賣批發
16570913,其他金屬切削工具機製造
13036868,外燴（辦桌）承包
10079764,找不到此統編
45187114,電梯（升降機）、電扶梯製造
16589032,教育用標本批發
80673231,不動產投資開發
22001117,未分類其他織布製造
42704234,投資有價證券
42785670,不動產投資開發
84767581,未分類其他專門營造
44921757,居家修繕用品零售
80054055,電子器材、電子設備批發
27472208,塑膠成型模具製造
27978614,投資有價證券
13543484,找不到此統編
28033501,自有不動產租賃
53278927,不動產投資開發
70576560,其他金屬建材批發
54739286,其他家飾品批發
53614891,國產家用家具批發
16205556,入口網站經營
16743605,投資有價證券
16834268,玻璃纖維製造
51081292,住宅營建
54753012,不動產投資開發
28030321,抽（通）風機製造
15999190,其他未分類金屬製品製造
82861646,未分類其他土木工程
42679143,不動產投資開發
28766342,不動產投資開發
54003659,未分類其他專門營造
84744096,其他石材製品製造
55641232,未分類其他塑膠製品製造
86760330,不動產投資開發
25178833,其他肥料及氮化合物製造
89779143,未分類其他橡膠製品製造
